cnpj,nome,uf,city,ibge,bairro,cnae_match,match,tier,method,addr_sim,name_sim,tp_id,tp_name
08386571000118,FNG SPORTS,SP,Santo André,3547809,PARQUE ORATORIO,secundario,0,,,,,,
10660141000194,ACADEMIA VIVER,PE,Garanhuns,2606002,SAO JOSE,principal,1,alta,num+rua+nome,100,100,7128d039-3127-4946-8e30-71d4d0bab81c,Academia Viver
10731039000132,SUMMIT FITNESS CENTER,SC,Joinville,4209102,AMERICA,principal,0,,,,,,
11919861000194,INTEGRA,PE,Recife,2611606,BOA VIAGEM,principal,0,,,,,,
20355585000170,ACADEMIA ALICE FITNNES,MA,Arame,2100956,CENTRO,principal,0,,,,,,
13052193000176,,MG,Betim,3106705,INGA ALTO,principal,0,,,,,,
13734848000196,,SP,São Bernardo do Campo,3548708,CENTRO,principal,0,,,,,,
16574018000137,,SP,Guarani d'Oeste,3518008,CENTRO,principal,0,,,,,,
15575639000172,CASTILHO GARCIA,SP,São Paulo,3550308,CIDADE ANTONIO ESTEVAO DE CARVALHO,secundario,0,,,,,,
17050603000109,,SP,Franca,3516200,BAIRRO SAO JOSE,secundario,0,,,,,,
19209751000140,,RS,Porto Alegre,4314902,ABERTA MORROS,secundario,0,,,,,,
19774197000144,CORPO LOUNGE,SP,São Roque,3550605,CENTRO,principal,0,,,,,,
19951412000135,,MG,Belo Horizonte,3106200,SERRA,principal,0,,,,,,
20627510000109,MASSAFRA DESIGN,PA,Santarém,1506807,LIBERDADE,secundario,0,,,,,,
20650984000163,STUDIO DE PILATES GEYSLA TIBERIO,PR,Ponta Grossa,4119905,NOVA RUSSIA,principal,1,alta,num+rua+nome,100,100,b5896d96-9e8a-4f2d-b0d4-1baaf59fc826,Studio de Pilates Geysla Tiberio
21455755000150,LIFE & FISIO,SP,São Pedro,3550407,SANTA CRUZ,secundario,0,,,,,,
03770020000644,UNIDADE PROMOCAO DA SAUDE SESI CLUBE ARACAGY,MA,São José de Ribamar,2111201,ARACAGY,secundario,0,,,,,,
17067286000125,ESPACO IMPULSE,RS,Porto Alegre,4314902,PETROPOLIS,secundario,1,alta,num+rua+nome,100,100,8947b9bc-9732-4c62-9d1d-ff41cf5fc7b9,ESPACO IMPULSE ELETROESTIMULACAO
22950351000104,GALAXY FEST,MG,Belo Horizonte,3106200,CASTELO,secundario,0,,,,,,
23843093000111,,MA,São Luís,2111300,CONJUNTO  SAO MARCOS,principal,0,,,,,,
20128400000194,ACADEMIA FORCA & VIGOR,MG,Miradouro,3142106,CENTRO,principal,0,,,,,,
24630515000133,COACH DENIS LIMA,SP,Bertioga,3506359,MAITINGA,secundario,0,,,,,,
24752253000180,MULT TREINER,CE,Quixeramobim,2311405,CENTRO,principal,0,,,,,,
17283740000185,PERFIL SAUDE & DIAGNOSTICOS,AM,Manaus,1302603,CENTRO,secundario,0,,,,,,
09533652000166,,BA,Salvador,2927408,CAMINHO DAS ARVORES,secundario,0,,,,,,
15753656000152,OX ASSESSORIA -NUVEM DE PRATA - MAJESTADE BLACK OFICIAL,RJ,Rio de Janeiro,3304557,PECHINCHA,principal,0,,,,,,
11019738000117,,RJ,Campos dos Goytacazes,3301009,CENTRO,principal,0,,,,,,
24361418000192,STUDIO BOLDRINI,MS,Água Clara,5000203,JARDIM AEROPORTO,secundario,0,,,,,,
20049618000153,PAULA CAROLINE DE SOUZA,PR,Arapongas,4101507,JARDIM NOVO HORIZONTE,secundario,0,,,,,,
13727585000198,ESPACO MAYA,RJ,Niterói,3303302,CENTRO,secundario,0,,,,,,
19272615000103,ACADEMIA VO2,PE,São Vicente Férrer,2613800,CENTRO,principal,0,,,,,,
20412062000118,,SP,São Paulo,3550308,PARQUE SAO LUCAS,principal,0,,,,,,
13703532000137,INSTITUTO RAIZES DA AMAZONIA,PA,Marabá,1504208,SAO FELIX III,secundario,0,,,,,,
23053250000195,QUALY VIDA,BA,Amargosa,2901007,SANTA RITA,principal,0,,,,,,
22220817000108,PERSONAL TRAINER ANNE ROSELY,AM,Manaus,1302603,CACHOEIRINHA,principal,0,,,,,,
24350311000149,MARI MENEZES EDUCACAO CORPORAL,DF,Brasília,5300108,SETOR HABITACIONAL JARDIM BOTANICO,principal,0,,,,,,
13035861000157,SOLARES COMERCIO E SERVICOS,AC,Rio Branco,1200401,ELDORADO,secundario,0,,,,,,
97521286000192,,RN,Natal,2408102,PONTA NEGRA,principal,0,,,,,,
12645418000135,CORE ACTIVE TREINAMENTO FUNCIONAL,CE,Fortaleza,2304400,PARQUE MANIBURA,principal,0,,,,,,
21511054000191,INSTITUTO ANDE,RJ,Rio de Janeiro,3304557,TODOS OS SANTOS,secundario,0,,,,,,
19353881000152,JOTA G SPORTS,MG,Pouso Alto,3152600,CENTRO,principal,0,,,,,,
20220669000104,ESPACO VIDA ATIVA,MG,Munhoz,3143807,JD PRIMAVERA,principal,0,,,,,,
17951862000100,INSTITUTO 4PA 1 TREINAMENTO,MS,Naviraí,5005707,CENTRO,secundario,0,,,,,,
17398318000175,ACQUARIUM - EDUCACAO E TREINAMENTO AQUATICO,GO,Montividiu,5213756,CENTRO,secundario,0,,,,,,
14657997000161,KMS CLUB,DF,Brasília,5300108,SETOR TRADICIONAL (BRAZLANDIA),principal,0,,,,,,
24194501000114,,PR,Curitiba,4106902,ALTO DA GLORIA,secundario,0,,,,,,
18925019000104,UNAFIT ACADEMIA,RJ,Cabo Frio,3300704,UNAMAR (TAMOIOS),principal,0,,,,,,
20012429000106,VENOM ARENA,GO,Águas Lindas de Goiás,5200258,PARK DAS AGUAS BONITAS II,principal,0,,,,,,
18844516000188,SBJ SAUDE PERFORMANCE,SC,Itajaí,4208203,CENTRO,secundario,0,,,,,,
19696098000191,,SP,Guarujá,3518701,ENSEADA,principal,0,,,,,,
13707295000182,ACADEMIA INTENSIDADE,CE,Fortaleza,2304400,PARQUE ARAXA,principal,0,,,,,,
16642231000139,BLINK ACADEMIA,SC,Jaraguá do Sul,4208906,JARAGUA ESQUERDO,principal,1,alta,num+rua+nome,100,100,8c59e51e-dea1-423f-a623-ba0d73a6b14c,Blink Academia
11317566000168,R2 RUN FIT & SAUDE,RJ,Nova Iguaçu,3303500,DA LUZ,secundario,0,,,,,,
23322678000196,TORRES BALLET,MG,Contagem,3118601,FONTE GRANDE 2A SECAO,secundario,0,,,,,,
13749864000152,LSCTCN,RS,Capão da Canoa,4304630,POSTO 4 (CAPAO NOVO),principal,0,,,,,,
22205750000132,ELITE FITNESS,PB,Coremas,2504801,CENTRO,principal,0,,,,,,
24872892000189,ACADEMIA TOP FITNESS,BA,Santaluz,2928000,CENTRO,principal,0,,,,,,
18269842000109,ART CORPUS CENTRO INTEGRADO DE SAUDE E MOVIMENTO,SC,Xaxim,4219705,CENTRO,principal,0,,,,,,
23940526000157,,MS,Nova Andradina,5006200,CENTRO,secundario,0,,,,,,
19205133000122,ALL SERVICE,BA,Itaquara,2916708,ZONA RURAL,secundario,0,,,,,,
25912336000151,,SP,Ribeirão Preto,3543402,JARDIM BOTANICO,principal,0,,,,,,
03810480002511,SESI SAUDE UBIRAJARA TAVARES DIAS,ES,Cachoeiro de Itapemirim,3201209,ALTO MONTE CRISTO,secundario,0,,,,,,
25976575000175,ACADEMIA JR FITNESS,GO,Anápolis,5201108,VILA JAIARA SETOR NORTE,principal,0,,,,,,
26023205000186,,PR,Curitiba,4106902,REBOUCAS,secundario,0,,,,,,
26061423000105,C R FITNESS,PE,Serra Talhada,2613909,SAO CRISTOVAO,principal,1,alta,num+rua+nome,100,95,51b057bb-dc1c-4484-bd82-c34944455a00,CR FITNESS
26062241000159,STUDIO K PILATES,SP,Praia Grande,3541000,BOQUEIRAO,principal,1,alta,num+rua+nome,100,100,7772558d-45ce-4e7e-b207-3a189c2634b7,STUDIO K PILATES
26069159000156,ACADEMIA JU-JITSU,DF,Brasília,5300108,SAMAMBAIA SUL (SAMAMBAIA),principal,0,,,,,,
26075586000147,,RJ,Niterói,3303302,INGA,secundario,0,,,,,,
26082126000146,ACADEMIA NEW FIT,PR,Curitiba,4106902,PORTAO,principal,0,,,,,,
26082762000178,BORBOLETANDO FONOAUDIOLOGIA,MG,Pimenta,3150505,ELDORADO,secundario,0,,,,,,
26085287000193,ACADEMIA DO CORPO,CE,Itapajé,2306306,CENTRO,principal,0,,,,,,
26094832000108,MOVIMENT ACADEMIA,ES,Vila Velha,3205200,BRISAMAR,principal,0,,,,,,
26116675000194,ACADEMIA LAFIT,PR,Balsa Nova,4102307,CENTRO,principal,0,,,,,,
26118543000100,,SP,Rancharia,3542206,CONJUNTO PADRE MAX,principal,0,,,,,,
26132341000104,,SP,Franca,3516200,CENTRO,principal,0,,,,,,
26154980000170,ACADEMIA SPARTACUS,BA,Monte Santo,2921500,CENTRO,principal,0,,,,,,
26171190000101,,PR,Curitiba,4106902,BIGORRILHO,principal,0,,,,,,
26172832000189,FISIO E PILATES,MG,Itaú de Minas,3133758,CENTRO,secundario,0,,,,,,
26184810000139,DM1 ACADEMIA,BA,Feira de Santana,2910800,BRASILIA,secundario,0,,,,,,
26213779000117,BDC SOLUTIONS ROPE ACCESS,RJ,Macaé,3302403,PRAIA CAMPISTA,secundario,0,,,,,,
26215510000170,,RS,Santo Ângelo,4317509,AGUIAR,secundario,0,,,,,,
26190381000102,RM STUDIO FITNESS,PR,Planaltina do Paraná,4119707,CENTRO,principal,0,,,,,,
26223732000134,CENTRO DE TREINAMENTO TOTAL FITNESS,BA,Santo Antônio de Jesus,2928703,CENTRO,principal,1,alta,num+rua+nome,100,100,d080a29a-4ec2-43c2-8eb1-9dab109a486b,CENTRO DE TREINAMENTO TOTAL FITNESS
26223983000119,EMAGRECENTRO VILA VELHA,ES,Vila Velha,3205200,PRAIA DA COSTA,secundario,0,,,,,,
26225658000195,DIVERTIDAMENTE CIRCO,SP,São José dos Campos,3549904,JARDIM SATELITE,secundario,1,alta,num+rua+nome,100,100,87a7f7e6-9d78-47f3-afb9-658f41ea6004,Divertidamente Escola de Circo SJC
26226195000186,MONSTER PACK IMPORT,AM,Manaus,1302603,DA PAZ,secundario,0,,,,,,
26229860000195,,MG,Juiz de Fora,3136702,SAO MATEUS,principal,0,,,,,,
26239218000197,KINIMA STUDIO PILATES & ESTETICA,PE,Caruaru,2604106,KENNEDY,secundario,0,,,,,,
26249419000175,CORPUS ACADEMIA,SP,Sertãozinho,3551702,JARDIM EUROPA,principal,0,,,,,,
26254582000126,,DF,Brasília,5300108,SUL (AGUAS CLARAS),secundario,0,,,,,,
26269512000141,ACADEMIA ESPACO SAUDE,MG,Fervedouro,3125952,Centro,secundario,0,,,,,,
26277877000118,ACADEMIA PERSONAL TRAINING,MG,Carmo do Rio Claro,3114402,CASCALHO,principal,0,,,,,,
26293741000100,ACADEMIA SPARTACUS,SP,Osasco,3534401,ROCHDALE,principal,1,alta,num+rua+nome,100,100,489bc0a2-4762-4beb-b4c7-a3f4bd5d970a,Academia Spartacus
26299205000103,ACADEMIA FITNESS SAUDE & CORPO,CE,Limoeiro do Norte,2307601,DR JOSE SIMOES,principal,0,,,,,,
26304554000176,SMART FIT,SE,Aracaju,2800308,JARDINS,principal,1,alta,num+rua+nome,100,100,c79c15a3-c46c-4fd7-bf1b-bcf58a9eee05,Smart Fit Aracaju
26311272000104,ACADEMIA IRON GYM,SP,Penápolis,3537305,JARDIM ESPLANADA,principal,0,,,,,,
26335785000147,STUDIO PILATES LUANNA GIFFONY,CE,Fortaleza,2304400,ALDEOTA,principal,0,,,,,,
26361965000101,VITALY STUDIO FITNES,RS,Ronda Alta,4316105,CENTRO,principal,0,,,,,,
26367097000169,IDEAL PILATES,SP,São Paulo,3550308,VILA NOVA CONCEICAO,principal,0,,,,,,
26368422000108,AMI LONGEVIDADE,SP,São Paulo,3550308,JARDIM ANA MARIA,principal,0,,,,,,
26370209000130,AVAI DUQUE DE CAXIAS,RO,Porto Velho,1100205,SAO CRISTOVAO,principal,0,,,,,,
26382684000127,ACADEMIA BEM ESTAR,PA,Cametá,1502103,BRASILIA,principal,1,alta,num+rua+nome,100,100,2d927000-aa34-481a-bf80-8b684b10034e,Bem Estar academia
26386537000125,,SP,São Paulo,3550308,JARDIM MONTE KEMEL,secundario,0,,,,,,
26393385000198,WD SPORTES,SP,São Paulo,3550308,VILA MADALENA,principal,0,,,,,,
26393426000146,UPONE PILATES,MG,Belo Horizonte,3106200,ANCHIETA,principal,0,,,,,,
26399347000142,STUDIO HARDCORE,MG,Viçosa,3171303,VEREDA DO BOSQUE,principal,0,,,,,,
26404065000196,,SP,Diadema,3513801,CASA GRANDE,secundario,0,,,,,,
26422761000125,ACADEMIA DE DANCA E ARTES MARCIAIS DANIELLE DALLA,MG,Ribeirão das Neves,3154606,VENEZA,secundario,0,,,,,,
26460160000107,BOX 18,MG,Patrocínio,3148103,CENTRO,principal,1,alta,num+rua+nome,100,100,3a8583de-7be2-4f0e-bfae-93cf1e780da1,BOX 18 
26460439000190,MINHA COLUNA SEM DOR,SP,São Paulo,3550308,JARDIM JOAO XXIII,principal,0,,,,,,
26463637000108,,RJ,Barra Mansa,3300407,BOA SORTE,principal,0,,,,,,
26487254000170,DE SALLES TREINAMENTO,RJ,Rio de Janeiro,3304557,COPACABANA,secundario,0,,,,,,
26487450000144,,MT,Cáceres,5102504,CENTRO,principal,0,,,,,,
26497810000199,FALCON,RN,Areia Branca,2401107,CENTRO,principal,0,,,,,,
24027165000204,ACADEMIA ALEXANDRE BONINI I,SP,Olímpia,3533908,PATRIMONIO DE SAO JOAO BATISTA,principal,0,,,,,,
26504664000181,,RJ,Rio de Janeiro,3304557,FREGUESIA (JACAREPAGUA),secundario,0,,,,,,
26510106000129,SET3 FITNESS,BA,Jequié,2918001,SAO JUDAS TADEU,principal,1,media,nome+rua,97,100,a637acde-77b4-44d9-8d31-b12a57d0bea2,SET3 FITNESS
26510708000186,A + FIT ACADEMIA,GO,Buriti Alegre,5203906,CALADIA,principal,0,,,,,,
26512306000110,ARTE CORPPUS,SC,Chapecó,4204202,SAO CRISTOVAO,secundario,0,,,,,,
26527855000169,PHORTE ACADEMIA,SC,Armazém,4201505,CENTRO,principal,0,,,,,,
26542758000145,,SP,Itanhaém,3522109,JARDIM IEDA,secundario,0,,,,,,
26546302000153,ACADEMIA SMART FIT,BA,Feira de Santana,2910800,MANGABEIRA,principal,0,,,,,,
26554753000132,CENTER SAUDE,MA,São Bento,2110500,CENTRO,secundario,0,,,,,,
26564601000110,,SP,Ribeirão Preto,3543402,JARDIM SAO LUIZ,principal,0,,,,,,
26565124000108,VITTA - CLINICA INTEGRADA,SP,Taubaté,3554102,JARDIM EULALIA,secundario,0,,,,,,
26593741000117,,SP,Jundiaí,3525904,VILA ISABEL EBER,principal,0,,,,,,
26597721000114,STUDIO LIFE,SP,Bauru,3506003,VILA NOEMY,secundario,0,,,,,,
26606402000128,ACADEMIA SPORT LIFE,PA,Moju,1504703,CENTRO,principal,0,,,,,,
26614266000118,NOSTRA FIT,SP,São Paulo,3550308,VILA MASCOTE,principal,0,,,,,,
26617501000105,STUDIO THOTH,SP,Santo André,3547809,VILA CURUCA,secundario,1,alta,num+rua+nome,100,100,922aed0b-1978-43a5-8701-eabdb8783753,Studio Thoth 
26656390000146,ECOFITNESS,RJ,Três Rios,3306008,CENTRO,principal,0,,,,,,
26656912000100,CLINICA GAL LAB,PR,General Carneiro,4108502,CENTRO,secundario,0,,,,,,
26544434000146,ESTAR CONSULTORIO DE FISIOTERAPIA,RS,Nova Hartz,4313060,CENTRO,secundario,0,,,,,,
26664033000120,EMANUEL BATISTA ACADEMIA,PI,Teresina,2211001,PRIMAVERA,principal,1,alta,num+rua+nome,100,100,c3bd9531-1805-42da-9ca8-bfea5a838925,Emanuel batista academia 
26668445000138,ALPHAFIT ACADEMIA,BA,Lapão,2919157,CENTRO,principal,0,,,,,,
26669868000172,SANTE CLINICA DE ATENDIMENTO INTEGRADO,PA,Marabá,1504208,CIDADE NOVA,principal,0,,,,,,
26670285000161,CLUBE FITNESS & PILATES,RJ,Rio de Janeiro,3304557,BOTAFOGO,principal,1,media,nome+rua,100,98,68b0a520-ad43-4807-a5c3-206f98a9f3b8,Club Fitness e Pilates
26676252000129,SPACEFIT,SP,São Paulo,3550308,BUTANTA,secundario,0,,,,,,
26684273000196,TIGER-GYM,ES,Marataízes,3203320,BARRA DE ITAPEMIRIM,principal,0,,,,,,
26694817000109,ACADEMIA MOVIMENTO,RJ,Rio de Janeiro,3304557,PEDRA DE GUARATIBA,principal,0,,,,,,
12144037000253,IMPACTO GIM,CE,Independência,2305605,LIBERDADE,principal,0,,,,,,
26707891000104,,SP,São Paulo,3550308,PERDIZES,principal,0,,,,,,
26711189000114,TITANUS,SP,São Paulo,3550308,VILA ESPERANCA,principal,0,,,,,,
26715330000157,FORLI PAES ARTESANAIS,SP,Santo André,3547809,JARDIM BELA VISTA,secundario,0,,,,,,
26739684000131,M7 FITNESS,SP,Cotia,3513009,CENTRO (CAUCAIA DO ALTO),principal,0,,,,,,
08866479000660,CLINICA ESCOLA DE SAUDE UNINASSAU LTDA - CAMPINA GRANDE,PB,Campina Grande,2504009,ESTACAO VELHA,secundario,0,,,,,,
26753058000108,BRAZILIAN FIRE FIGHT SAO PAULO,SP,São Paulo,3550308,LIBERDADE,principal,0,,,,,,
26761176000150,ESCOLINHA BABY STAR,AM,Manaus,1302603,COLONIA ANTONIO ALEIXO,secundario,0,,,,,,
26811316000157,,BA,Valente,2933000,CENTRO,secundario,0,,,,,,
26815240000138,SPORT FITNESS,MS,Nova Andradina,5006200,CENTRO,principal,0,,,,,,
26818102000102,SAUDE EM MOVIMENTO -STUDIO DE ATIVIDADE FISICA,MG,Guaranésia,3128303,CENTRO,principal,0,,,,,,
26824222000112,CENTRO DE TREINAMENTO CLEITO SOARES,MG,Barbacena,3105608,CENTRO,secundario,0,,,,,,
26826711000103,ESCOLIOSE BRASIL CAMPINAS,SP,Campinas,3509502,CAMBUI,secundario,0,,,,,,
26834668000128,RUFFOROSA PREPARACAO FISICA,SP,Guararema,3518305,D'AJUDA,principal,0,,,,,,
26835453000121,GESTO PILATES,MG,Ipatinga,3131307,VILA CELESTE,principal,0,,,,,,
26850772000106,MOVEMENT ACADEMIA,SC,Rio do Oeste,4214607,JARDIM PRIMAVERA,principal,0,,,,,,
26854413000127,JOAOZINHO PERSONAL,MG,Belo Horizonte,3106200,RENASCENCA,principal,0,,,,,,
26855413000141,INSTITUTO VALLER PETROLINA,PE,Petrolina,2611101,SAO JOSE,secundario,0,,,,,,
26866903000143,,PE,Gravatá,2606408,NOSSA SENHORA DAS GRACAS,principal,0,,,,,,
26868838000195,ESTUDIO SUPERACAO,RJ,Bom Jardim,3300506,BANQUETE,principal,0,,,,,,
26874877000103,,SP,Diadema,3513801,CENTRO,secundario,0,,,,,,
26881630000106,RM TREINAMENTO ESPORTIVO,SP,São Paulo,3550308,VILA PAULICEIA,principal,0,,,,,,
26884449000153,MARIANA ESTEVES,SP,Carapicuíba,3510609,VILA SILVIANIA,principal,0,,,,,,
26894770000119,,PR,Curitiba,4106902,CRISTO REI,principal,0,,,,,,
26900916000191,ESPACOFISICOTHE,PI,Teresina,2211001,ININGA,secundario,0,,,,,,
26904327000181,,SP,São Paulo,3550308,JARDIM OLYMPIA,principal,0,,,,,,
26927838000119,SPHERA C M,SP,Santo André,3547809,CASA BRANCA,secundario,1,alta,num+rua+nome,100,75,e7f9ea3d-de12-4c9a-9f99-b9050f3a106c,Sphera Centro de Movimento 
26953771000197,L' PELE,PE,Caruaru,2604106,MAURICIO DE NASSAU,secundario,0,,,,,,
26958110000154,WA ACADEMIA FITNESS,SP,Praia Grande,3541000,PRINCESA,principal,0,,,,,,
26966087000140,,PR,Pato Branco,4118501,CENTRO,secundario,0,,,,,,
26973608000196,,MG,Belo Horizonte,3106200,JAQUELINE,secundario,0,,,,,,
26974251000160,ACADEMIA IMPERIO FITNESS,PB,Santa Rita,2513703,varzea nova,principal,1,alta,num+rua+nome,100,100,d348f666-ed33-4732-8515-448bdc959ec3,ACADEMIA IMPERIO FITNESS
26991409000100,,RJ,Campos dos Goytacazes,3301009,PARQUE AURORA,principal,0,,,,,,
26994923000108,VIDA FIT ACADEMIA DE GINASTICA,BA,Simões Filho,2930709,PARQUE CONTINENTAL,principal,1,media,nome+rua,100,100,30110a87-e23e-4b9b-80ad-5dd3d40aa68b,VIDA FIT ACADEMIA DE GINASTICA
26878478000102,,MG,Varginha,3170701,SANTA LUIZA,principal,0,,,,,,
27021282000160,BRUNO PERSONAL,SP,São Paulo,3550308,VILA DA SAUDE,principal,0,,,,,,
27021417000197,"BRIET, RN",SP,Bauru,3506003,PARQUE RESIDENCIAL DAS CAMELIAS,principal,0,,,,,,
27024065000123,INSTITUTO FIIM,MA,Imperatriz,2105302,MARANHAO NOVO,secundario,0,,,,,,
27025172000176,MAKI PILATES,SP,São Paulo,3550308,JARDIM AMPLIACAO,principal,1,alta,num+rua+nome,100,100,8ffb28cd-9cd6-4e98-bd7e-15f5fd6cf386,Maki Pilates
27027557000172,6800,MT,Cuiabá,5103403,JARDIM SANTA MARTA,principal,0,,,,,,
27031226000106,FERNANDA DALLA COSTA - FISIOTERAPIA DERMATOFUNCIONAL,RS,Guaporé,4309407,CENTRO,secundario,0,,,,,,
27053653000195,ACADEMIA WORK FIT EIRELI,RN,São Gonçalo do Amarante,2412005,JARDINS,principal,0,,,,,,
27058937000174,APOLUS ACADEMIA,MS,Campo Grande,5002704,RESIDENCIAL SOTER,principal,1,alta,num+rua+nome,100,100,92aeddf5-b6b1-4a28-b96c-fda8604fde1c,Apolus Academia 
27059216000189,,RS,Barra do Ribeiro,4301909,CENTRO,secundario,0,,,,,,
27065488000191,PERSONAL TRAINER FC,SC,Joinville,4209102,AMERICA,principal,0,,,,,,
27065543000143,AMA ESPORTES SMA,SP,São Miguel Arcanjo,3550209,Centro,secundario,0,,,,,,
27069092000112,GFTEAM CAMPO GRANDE RJ,RJ,Rio de Janeiro,3304557,CAMPO GRANDE,principal,0,,,,,,
27070659000170,HBFITNESS,PI,Guadalupe,2204501,VILA PARNAIBA,principal,0,,,,,,
27081329000180,CROSSTRAINING CAMPO LIMPO,SP,Campo Limpo Paulista,3509601,JARDIM SOLANGE,principal,0,,,,,,
27097499000153,,MG,Ipatinga,3131307,IDEAL,principal,0,,,,,,
27102496000160,STUDIO MOVE - SAUDE E FITNESS,RS,Colorado,4305603,CENTRO,principal,0,,,,,,
27105068000191,ESPACO VITALIDADE,MG,Juiz de Fora,3136702,SAO MATEUS,principal,0,,,,,,
27116802000118,STUDIO M,MG,Santa Vitória,3159803,NOVO HORIZONTE,secundario,0,,,,,,
27122883000169,STUDIO FUNCIONAL FITNESS,PA,Dom Eliseu,1502939,LIBERDADE,principal,0,,,,,,
27132106000103,FABI MEIRELLES GINASTICA ARTISTICA,SP,Marília,3529005,RESIDENCIAL VALE VERDE,secundario,0,,,,,,
27138009000110,JONATHAN DA SILVA FERREIRA,SP,São Bernardo do Campo,3548708,NOVA PETROPOLIS,secundario,0,,,,,,
27140371000125,GYM FITNESS IAGO REIS,MG,Igarapé,3130101,TROPICAL,principal,0,,,,,,
27151197000116,ROBERTA ANDRADE ACADEMIA,SP,Batatais,3505906,ARARAS,principal,0,,,,,,
27151363000184,CAVALI PRO EVENTOS,PR,Ponta Grossa,4119905,ESTRELA,secundario,0,,,,,,
27154298000140,WALL FITNESS AV TORRES,MT,Cuiabá,5103403,JARDIM IMPERIAL II,principal,0,,,,,,
27154738000160,STUDIO MOVEMENT FITNESS- PERSONAL TRAINING,DF,Brasília,5300108,CEILANDIA SUL (CEILANDIA),principal,0,,,,,,
27157503000121,STUDIO JUNIA GUIMARAES,MG,Montes Claros,3143302,SAO MATEUS,principal,0,,,,,,
27180210000165,K2 NITRO,SP,São Paulo,3550308,VILA CRUZEIRO,principal,0,,,,,,
27189087000143,,MG,Itambacuri,3132701,CENTRO,secundario,0,,,,,,
27194003000160,GRUPO DE CORRIDA FARTLEK ASSESSORIA ESPORTIVA,MS,Campo Grande,5002704,VILA MORUMBI,principal,0,,,,,,
27200912000163,,SP,Campinas,3509502,TAQUARAL,secundario,0,,,,,,
27208220000161,,SP,Águas de Lindóia,3500501,JARDIM ALPINO,secundario,0,,,,,,
27209561000151,ACQUA VIDA,SP,Aguaí,3500303,JARDIM BELA VISTA,principal,0,,,,,,
27212340000132,BASE ACADEMIA PINHEIRA,SC,Palhoça,4211900,PINHEIRA,principal,0,,,,,,
27217237000185,,PA,Bragança,1501709,ALDEIA,secundario,0,,,,,,
27217647000126,REVITALLE,RS,Erechim,4307005,CENTRO,secundario,0,,,,,,
27218289000176,ARENA FITINESS DEVELOPMENT,SP,Holambra,3519055,PQ RES GIRASSOIS DE HOLANDA,principal,0,,,,,,
27218461000191,ACADEMIA WG FITNESS,AM,Guajará,1301654,CENTRO,principal,0,,,,,,
27221182000187,ALIVIUM TERAPIA,SP,Campinas,3509502,PARQUE TAQUARAL,secundario,0,,,,,,
27224578000188,SILVA'S GYM,RS,Condor,4305702,CENTRO,principal,0,,,,,,
27225362000137,EVERTON CASAGRANDE PERSONAL,SP,São Paulo,3550308,INDIANOPOLIS,principal,0,,,,,,
26039709000194,ACADEMIA CRISTAL CLUB,SP,São Paulo,3550308,PARQUE AMERICA,principal,0,,,,,,
27229685000107,ACADEMIA IMPACTTO FITNESS,SP,Poá,3539806,JARDIM PINHEIRO,principal,0,,,,,,
14990692000339,FISIOEMOV,DF,Brasília,5300108,ASA NORTE,secundario,0,,,,,,
27233575000100,BIO-NUTRIRESULT,SP,São Paulo,3550308,VILA MARIA,secundario,0,,,,,,
27234276000190,ESPACO DANIELLE SOUZA,MG,Contagem,3118601,RIACHO DAS PEDRAS,secundario,1,alta,num+rua+nome,100,100,6dc7f2ce-0ecb-4635-9e15-45c6f623bc0e,Espaço Danielle Souza
27237925000107,,PA,Belém,1501402,GUAMA,secundario,0,,,,,,
27240948000170,C.T. FITNESS HUGO CASSIO,SE,São Francisco,2806909,CENTRO,principal,0,,,,,,
27246030000139,,PR,Mandaguaçu,4114104,JARDIM SAO GREGORIO,principal,0,,,,,,
27255661000114,CENTRO DE TREINAMENTO TARUMA TEAM E CROSS FIGHT,MT,Sinop,5107909,SETOR COMERCIAL,secundario,1,media,nome+rua,74,100,3b15816b-ef1a-4742-b9a5-30bc47df8e43,Centro de treinamento Tarumã team 
27258712000161,,BA,Salvador,2927408,SETE DE ABRIL,secundario,0,,,,,,
27264503000120,,PR,Londrina,4113700,CLAUDIA,principal,0,,,,,,
27264933000142,STUDIO PERSONAL MOVIMAX,SP,Caraguatatuba,3510500,INDAIA,principal,1,alta,num+rua+nome,100,100,9fb7e948-9320-4175-9ee8-d94c61d2508e,Studio de personal Movimax 
27281442000100,ARENA BEACH TENNIS,PA,Parauapebas,1505536,CIDADE JARDIM,secundario,0,,,,,,
27292248000120,ATIVA SAUDE INTEGRADA,SP,Bauru,3506003,VILA IZABEL,secundario,0,,,,,,
27302700000197,CRISTIANO SOARES PERSONAL TRAINER,RJ,Rio de Janeiro,3304557,DEL CASTILHO,principal,0,,,,,,
27315300000116,A A MENEZES,GO,Aparecida de Goiânia,5201405,JARDIM LUZ,secundario,0,,,,,,
27320725000113,AQUARIO ACADEMIA,ES,São Mateus,3204906,DOM JOSE DALVIT,principal,1,alta,num+rua+nome,95,100,81b7535f-4f74-468b-9cf7-2103001d7364,AQUARIO ACADEMIA
27330723000105,JUNIOR CONSTRUCOES,MA,Caxias,2103000,NOVA CAXIAS,secundario,0,,,,,,
27352992000172,,MG,Belo Horizonte,3106200,CENTRO,secundario,0,,,,,,
